Reviews,Rating
Awesome deal Tq Flipkart.IPhone 14 was powerfully packed 5G .Battery is good.Cameras next level .finally iPhone 14 is superb.loved It,5
It looks so pretty 🫣❤️,5
Quality + Performance + Integrity = Apple Inc,5
Thanks flipkart i trust you got my device perfectly loved it best phone in it's segment,5
"Almost 1month of purshase and i am loving it . Great for photography and videography and trust me the stability of video is awesome . High end performence in Gaming , the only problem is that it heats up a little while playing Bgmi but if u play in a AC room then there's no issue .The boxy look of iphone 12 is very good and it gives a premium feel while holding . worth buying . also if you are confused between iph 11 or iph12 then close your eyes and go for iphone 12 .",5
"Night picture quality awesome, portrait is real portrait",5
Awesome camera performance and improvement in battery capacity,5
Best ever Mobile. Worth every penny. Overall a good purchase. Processor is superfast. Loved it,5
"Thanx flipkart for value super sale for short time period of 1hour😁, flipkart might need to work on faster deliveryIphone 12 which i got in best price on flipkart1. Camera performance - superb2. Display - superb3. Interface - Amazing",5
Best in class!!!,5
Great camera,5
Camera extraordinary and I loved it😍😍😍,5
Very good & thank you so much Flipkart,5
"I really m glad that i went for i phone in place of all other android devices like the Samsung S series nd one plus . Also , m amazed by the battery life in this i phone . Single charge and its last for a day easily ..Even the gaming experience was great",5
"It is my first iphone bought in bbd sale. Acc to me it is most value for money compare to others phone, everything is good display,sound,performance,everything except battery which is average acc to me. I charged my iphone 12 with 20W charger when my battery comes down to 40% and remove it from charging when it reaches to 80%. It takes about 30 min to charge it. My battery heath is still 100% acc to me which is good👍👍Here are some samples taken by me in iphone12🥰",5
The design is superb I just love it. Awesome feeling while in hand,5
Love to have that mobile. Once again back on apple product after iphone 5s. Very smooth.,5
Amazing looks.,5
Quality Product❤️🔥,5
It is a very good product with amazing features.Looks great!,5
Very cool colour I loved it.,5
Wow💯,5
"My 1st iPhone ever and I’m loving it. Great performance, awesome display, camera is outstanding which comes with heavily priced. But worth it. White color looks super cool. 🎉😊😍",5
"Perfect phone , Apple after allGo for it eyes closed if in the budget.Camera best quality, crystal clear photos and super stable videos at 4k 30/60 fps,best slow motion in the phone ever.Performance : best then any android (even 1+ 9 pro )Battery life  last for a day use anyhow.Super smooth software experience.Topnotch security level 💯Very lightweight to hold.",5
Just too good 👌🏽,5
Mind blowing performance 🥰 Just awesome.,5
"Delightful phone, the phone is just a peice of art, sleek, eye catchy, super fast and got everything u need...best one available",5
"Stunning look, very premium, awesome camera, I have a moderate use so I get 2 days battery life in single charge, overall very happy with the purchase and last but not the least Fast delivery by Flipkart.",5
Premium product👍,5
Overall Good PerformanceCamera is osm Battery also Good,5
"This is my first apple product and I am loving it , purchased in BBD sale and it's worth every penny .",5
"I bought this iphone 12 in big billion days and saved alot thank you so much Flipkart for this amazing deal. The phone is great and has perfect camera, security and performance is ver good of this  phone. No lack at all.Battery backup is good you can spend a single day without charging it.Size is perfect as iPhone 11 has same screen size but diffcult to carry but this device is light and perfect in size.I give 4 star because they don’t other accessories now with iPhone.",4
Great looks and awesome in-hand feel,5
"After 7 days use Camera : Excellent Speakers : UnbeatableDisplay : OLED (Unbeatable)Comfort : Good (less weight)I am MI user from last 4 years , shifted from redmi note 5 pro to this Cute BEAST...Bought it for 51K , blue color 64GB variant(As 128GB was unavailable and i dont need much storage as I am regular backup guy) ...Happy Diwali in Advance....Night Mode is too good , A14 Processor (OMG ,speeed of light)",5
Camera is good Battery is goodPerformance is also good,5
Great feeling ios14,3
"iPhone 6S Plus 64GB -> iPhone 12 128GBMy 2nd iPhone, upgraded after 5 years.Gorgeous display, stunning new blue colour, excellent camera, best hardware-software combination, that’s how I would describe iPhone 12 as a package. 😊Even though my previous iPhone had a 5.5” display and this one has 6.1” display, its overall body size is much smaller. Had to get used to it initially 🙂Opening/closing/loading of apps is fast. No issues there. Video playback on this screen looks gorgeous. Took...",5
Awesome Love it,5
"Nothing to say about this device. Absolutely flawless. Premium in-hand feel. Nothing to say about the camera. Surround sound works absolutely fine. A14 Bionic is just flawless. Smooth multi tasking. This is my first big upgrade to any flagship device and the usage is mesmerizing. Im literally impressed. Used 5s and 6s years ago, but nothing comes infront of this! Can blindly go for this device. Kudos to Flipkart and their next day delivery policy. Open box policy is also impressive. Go for it.",5
"The phone is amazing, i switched to iphone after 3 years from one plus 6. I am certainly feeling why iphones people buy.",5
Excellent product worth every penny right this review after using 7 days earlier was using phone iPhone 6s now on iPhone 12😍😍 faster than anything this else… excellent picture quality just love it iPhone12,5
"Switched from Android to iPhone and this transition was really smooth due to its easier GUI. I bought this 128 Gb variant and Didn’t waited for iPhone 13 as iPhone 12 has all ,what one need in a perfect phone. In person white colour seems much sexier than purple and black. Attached pics for the reference.1.OLED Screen is good but by default its much of a warmer tone.You can disable the True tone option.Dark mode is lit 🔥🔥2.Battery 🔋 lasts a day with Wifi ,location and Mobile Data on. Go...",5
"This is my 1st Apple product and I must say it's a beast of a device 🔥It handle everything in a very smooth ways, it's buttery smooth 😌I'm just loving this device and I must say iphones have something unique in them which everyone must try out❤️I will write my detailed review after using it for 2 months.",5
Excellent camera and built quality. Decent battery backup,4
Overall good phone with super performance,4
Upgrade my I phone 11 to I phone12  .2-Most powerful device 2-Camera 🥇 3-Display top quality4-over all best device,5
"It's my first iphone ever n i brought it with all my earned money✌✌The best is yet to come n i am really happy with the product was delivered on time by flipkart Overall it's  light weighted, awesome camera quality n i love the purple color 😍🥰 so it's a dream come to true finally have a iphone ✌💯",5
"The best is yet to come, I am really happy with the product was delivered on time by Flipkart, over all liked the colours it’s a dream come to true to finally have an iPhone. Thank you Flipkart",5
Night mode is simply amazing and give you a clear and crisp image even when you are in dark.,5
"Happy to have iPhone 14. Wonderful phone specially because of Powerful camera😍, perfect screen size and potentially battery life make it worthy.",5
Great picture quality. Performance is good as always. The important addition is the cinematographic video recording,5
After a losts of efforts when you get then Just Awesome 😊,5
"Totally in love with my new iphone 14. Battery backup is amazing which I never expected from Apple to be very honest.Built quality is excellent and it looks premium. Camera quality is excellent as well. True to life color reproduction, Indoor conditions amazing, night photos are good, facial tones are very good, day clicks are amazing. In short it's an amazing exp. Selfie cam also produces very good quality images.",5
Camera is superb.nice phone,5
"Absolutely Awesome, Switching to iPhone was not easy but once i started using this phone. I am loving it.",5
iphone is great Canera qulity is best Battery is powerful All dizine bestWork all best All over best,5
Nice looking phone.,5
"My 1st IOS device so far good😊Midnight Black the best you can have, the Camera quality is excellent along with the multitasking performance. Go for it!",5
Good one got it around 67k . This is my first Apple mobile. Took time to get habituated to apple eco system but worth the wait. Simple and easy.,5
Nice phone with great camera. My 1st iPhone and I m loving it,5
"SUPERBGo for it guys without hesitation, great in hand feel ,, superb camera , awesome battery backup , Starlight Colour looks premium, 6.7 inch crisp display, Camera 5/5 performance 5/5 Very happy to have apple 14 plus,Thanks flipcart for genuine product delivered on time",5
Super phone . camera is super😍,5
I love the pictures and the night mode was awesome.... Mind-blowing product..,5
Awesome camera quality,4
Just wow I cannot express my feelings ❤️😍,5
I think the iPhone 14 Plus is the king of Battery Life.  iPhone 14 Plus Camera is also very good. All rounder iPhone in every department..,5
Good quality and sarvice amezing phone,5
Great PerformanceCamera better than iPhone 13Battery backup also goodIphone 14 plus is just awesome.,5
"Its good phone, value for the money.",5
Camera is really good and battery performance also too good. Now apple has inbuilt photo edit options which is really nice to make your photos much better one.,5
Switched from andro to i phone... 😅.  Phone color is not that too much dark purple but looks good. In love with big screen.😍😍😍😍 .  I bought a feeling not a phone.,5
The picture quality is good I purchased this i14+ for camera uses,5
I like it very much 🤩🤩🤩🤩🤩,5
This is a power packed product considering the price. It comes with 33% more battery and 0.7 inches larger display than the base model. Camera is superb in terms of video recording(cinematic mode and normal mode of 4K format). It feels like iphone 14 pro max in hands from the front. A revolutionary product.,5
Value for money,5
Phone is beautiful,5
Amazing Product.,5
Camara 😍Amazing phone Never disappointed youLove iphone 14 plus (blue colour 128gb)With the blue colour the device was lit 😍,4
Excellent iPhone 14 plus❤️👌,5
Best quality and battery backup is too good,5
"Superb.... must purchase ! first time switched from android but not feel such an issue working fine as all options avilable here ,Camera is best and Battary is huge.",5
"Thank you Flipkart, for excellent service. I received it sooner than i Expected. Open box policy before accepting the product is excellent. I received a genuine Apple product.",5
Very good,5
Simply awesome product. Sound quality is very good .,5
"Great Phone at this price range, 60hz refresh rate feels smooth, great camera,big screen, good battery backup and superb for gaming. What else can anyone ask for. Highly Recommended 😍.",5
The mobile is lighter than the iphone 13. The big screen looks good and display is crunch. I charged the mobile 100% and still 30% of battery life is left after moderate use of 1 n half day.I ordered blue colour and its look very subtle and cool. Just loved it.,5
"JUST WOW , BATTERY 🔋 ISS BEST",5
Ossm product delivery and costomer survice is good❤️thank you Flipkart before I thought thet the product I 'll get  original or not and return policy is also changed on Flipkart but now I get original product and don't face any issues with delivery related so I recommend to all of you guys...,5
Design is awesome.,5
Awesome phone battery back up is very excellent.,5
Great,5
"Switched from Android to ios and in first empression. It's flagship in terms of looks,premiumness, sound,display and Big battery. Loved it",5
Camera is awesome performance is superb Battery is fabulous Look is being Overall itself hot love it,5
Amazing Beast Battery is very powerful you can use it full day in single charge just go for it camera quality is super powerful and works very smooth,5
My first iPhone i am so excited and display is awesome. everything is too good thanks Flipkcart,5
"I've been using the iPhone for seven months now, and I want to share my thoughts, especially if you're thinking about switching from Android to iOS.First off, I really like this phone. It performs better than any Android phone I've had. But there's a learning curve, especially if you're used to Android, because there's no dedicated back button.In my opinion, this iPhone is best for people who use their phone for work and don't play a lot of games. It has some nice features, but it doesn't...",5
Feels amazing to use it switching from android to ios a totally new interface but the processor is top notch battery is long lasting display is amazing and sound too. Camera of the phone is just next level with the clarity and specially the videography is cinematic mode is just mind blowing. Really impressed with iphone 14 plus,5
It is best in everything camera 5/5 display 4/5battery 5/5performance 5/5,5
"The iPhone 14 Plus is without a doubt the most amazing phone I've ever had the pleasure of using. From the moment I first held it in my hand, I could tell that it was a truly special device. The build quality is exceptional, with a solid feel that leaves no doubt in your mind that you're holding a premium product.One of the first things that struck me about the iPhone 14 Plus was the screen. It's absolutely gorgeous, with bright colors and stunning detail that make everything from movies to...",5
The best,5
Performance is very NYC,4
Very good product 👌 👍🏻 👏 And super performance 👏,5
"Excellent look, Superb Camera, Amazing battery backup",5
Wow 😍..... Its amazing 👌👍,5
Very good product.,5
Awesomeness Awesome camera Awesome battery lifeLittle bit slow some time,5
"Best iPhone yet.Coming from regular 13 (6.1 inches), I noticed some significant upgrade. It took me 10 days to fully get used to this new size which is not heavy. And now this plus feels so normal & actually perfect size for me 😄. For those wanting to try new stuff with iPhone, just get this size and its weight easily compensates for its large size (if that ever becomes an issue )Display : More vibrant with better Dynamic range than iPhone 13 (noticed this very quickly),ProMotion (I tried ...",5
Wow 🥰🤩,5
"Best mobile,best camera",5
"Amazing purchase from Flipkart! Fresh iPhone 14 plus. Excellent and genuine product. Worth every penny. I recommend you folks to buy lens protector and screen guard sold separately. As we know before, we have to buy Apple Charger separately 😉",5
I recommend totaly good product from this price it is a better product from another comprision that price range .my dream to bought this product from few years thanks Flipkart,5
Best phone,5
Just okay,4
iPhone 14 plus super phone 👌👌👌👌,5
Switched from Android to iPhone 1st time.Its really worth it....Excellent product,5
Awesome camera and design. But performance is not so good. heats up faster while gaming. 12-15 hrs backup if you use the whole day without playing games..but for gaming 3-4 hours. Overall it is good. Just a single problem of heating.,5
Amazing phone with lightning fast delivery by Flipkart 🤘,5
Best best phone in this amount,5
"Wonderful phone, first time switching from android to iPhone, so far so good, a worth deal with exchange of 2.5 years used Oppo f15 and handy discount with HDFC credit card.",5
🔸Powerful Processor🔸Light weight🔸Big Screen🔸Great Battery🔸Beautiful Design🔸Awesome Camera,5
If you want better battery life and bigger display then you can go for it blindly.My overall experience Photography- 4.0Videography - 5.0Battery- 5.0Performance- 4.5Display- 4.5,5
1.Back camera 4.5/52.Front camera 4/53.Display 5/54.Battery 4.5/55.Performance 4/5This is my review after using 10 working days.This is my first iPhone and it is totally different from android phones genuine specifications and features unlike android phones it is very good device.If you want bigger battery for running games and live streaming go for it . Same battery capacity in iPhone 14plus and iPhone 14pro max.,4
"Camera quality is very nice. Overall iPhone 14plus is latest version 11,12,13 so very good performance. Display size is very big otherwise 11,12,13and 14. My opinion is latest version 14 plus is awesome and very smart.",5
Great product with large display long lasting battery 🔋 excellent camera 🤳,5
Overall a great buy.. camera is nice..,4
Noice😍 overall but Lil bit Miss 120hz although received in good condition,5
Radhe Radhe ❤️,5
I was using Google pixel before this device and i can tell you if this is as good camera as pixel in day light but its much better in ambient lightBigger screen gives you rich screen experienceSeamless transition among appsSo if i am able to feel better experience,5
"Awesome battery backup amazing camera, a all day batter backup  improved and brilliant IOs 16.1 oled display dolby speakers and lot more, just close your eyes and go for it. One of the best handy smartphones ever and in great discount given by flipkart in big billion days 🔥",5
Pros-rear Camera is awesome.double speaker sound equal loud and base is superb display superb. Design also good.Battery back up superb.Cons-front camera is good not awesomeAfter switching from android you feel one minus point is the display notch .,5
Too good,5
Best phone for day to day use and photography/videography.,4
Awesome camera..I m love  it,5
Awesome phone Excellent camera quality,5
This is awosome .. camera is best . Here some photos i m sharing with you guys ..,5
Happy to have this phone,5
Nice upgrade!!Design superCamera is decentPerformance superBattery life is great,5
Love this phone..... 😍,5
Best of best,5
I switch to ios from android after 10 years so this review might help for migratorsIt’s been a month using the iPhone13 and this was my experience1. Design - its simple and no nonsense design . Expect white and pink rest of the colours are fingerprint magnets.  I have seen all the colours and I highly recommend the pink . It’s so light pink which makes it not girlish. See it for yourself it really looks so premium in light pink colour. For rest of it except white the aluminium frame wil...,5
"My dream phone Iam waiting after 10 years bought these phone. Fully happy phone performance display camera etc awesmome,selfie camera focus to alpple company. Main camera performance awesome,display, Sound quality Dolby atoms,charging also very improved.overall super 🥰",5
Best phone in recent times I have used in my life,5
"My first I phone ..from a long time android user… apple camera is way ahead  ,.. interface is better than android….overall premium features and feeling. .;but prices way aboveboard",4
very nice product camera quatily is super good i will switch from android to iphone i have very good experience .,5
Just amazing,5
Nice Phone,5
Great performance 🥰,5
I upgraded to 13 from xs and my experience with this had been extraordinary . The user interface and the camera is too good .Just in love with this extraordinary device .I just shared some photos clicked from this phone so that everyone can have an idea about how good the camera is compared all other flagship devices . The lens inside the device is so efficient that it  automatically reduces the noise in the picture making it very crisp and clear  .,5
Excellent mobile.. dream purchase,5
Superb Camera,5
Camera  is superb 🫡❤️,5
Best phone available at this price point.Camera is comparable with entry level DSLR(marvellous dynamic range)The performance is unmatchable.Shifted to iOS after 10 years of premium android smartphones.Go  for it without any second thought.,5
Beast phone …. Camera is exceptionally best,5
"LOOK - Its my first love apple i phone 13, first time purchase this phone but its look awesome in white colour love it.  hand feel too much premium.CAMERA - Mind blowing camera performance font camera and rear cameras take too much awesome qualities pictures . Night mode is supergood low light performance impressed mePERFORMANCE - its bionic a15 chipset faster ,have 60hz refresh rate but its beatable 120hz DISPLAY - uts OLD XDR RETINA display too much good look display i get 10 of 10 for d...",5
Nice 👌 one go for it,5
Superb camera.nice performance,5
"Amazing phone with improved performance, good battery backup and stunning camera clearity. If you are looking for a power pack phone then just go for it. :)",5
Goooood. Loved it😍,5
Camera quality is awesome ❤️ love this phone .,5
Awesome camera clarity,5
"Shifting from Android after 10 yearsCons in iphone or ios:1.Notification centre is a mess , many of notification you leave unread.2.No back gesture3.Camera unable to focus on small textCan't decline call when phone is locked4.Limited file sharing options5.File manager is useless as there is no app-linked folders6.Google apps syncing isn't that smooth , limited options for google drive.Pros in iphone or ios:1.No lag, every thing happens like snap2.Camera is so good3.Easily get fu...",5
Nice product,5
"LOOK - Its my first love apple i phone 13, first time purchase this phone but its look awesome in white colour love it. hand feel too much premium.CAMERA - Mind blowing camera performance font camera and rear cameras take too much awesome qualities picturesNight mode is supergood low light performance impressed mePERFORMANCE - its bionic a15 chipset faster have 60hz refresh rate but its beatable 120hzDISPLAY - uts OLD XDR RETINA display too much good look display i get 10 of 10 for displa...",5
"Reality is reality. Everything is working smooth, jist go for it without any hesitation. You won't be regret once you buy it.",5
Outstanding camera and performance,5
Very good quality photos. Love it❤️,5
"Amazing beast....As expected , didn't disappoint me,Had to sell hard chunk of kidneys to get it !!;pCamera quality is definitely a super upgradeBattery is super.. easily last throughout the day with heavy usage.Light weight looks stylish what else you need??Starlight color just wow!!!Apple it would have been better if you should  have given an adaptor. Increase 2k price and give it in box!!!Simple ....Edit 1 : After 14 days of usage highly satisfied with battery performance, Last thr...",5
"Camera quality, performance, battery ,everything is up to mark.",5
"It’s a camera and performance beast mobile no doubt, it feels premium in hand. It’s not that much value for money, I’d rather say no person buys apple products for value for money. Overall good product. Other than that it’s iPhone, go for it.",5
Everything is best about it.. One of the best camera lens to capture low light pictures👍,5
Finally Switched from android. In hand feel is super amazing. Photos comes out very good. Stereo Speaker is loud and clear. Screen quality is wow i mean watching experience is super satisfying. And the haptics is also very good .,5
"First iPhone I’ve bought, and with my own money so all the more sweet! Have being using it from the last couple of months, I’ve been amazed at the usage, design, and inter-operability with Apple devices.",5
"After using of two week , I just love this phone , after shifting from android to iOS i feel so difficult form and boring for 5-6 days then updating to iOS 16 its too cool. from day one when when you use display camera may be a thought come in your mind omg I am spending that much of money for it but honestly when you use day bye day uhh definitely fall love with it .Battery backup was fantastic. And smart optimisation was fabulous.Display was mind blowing with it natural colour. And about...",4
For Cinematographers 💯🪄,5
One of the best worth of money 💸💰,5
Awesome camara….best for BGMI,5
* Battery last about 1.5days for the normal use* Display best among all* Performance top notch * Camera where the actual beast reveals so satisfying.Video clarity best in the segment.* Over all best Except the price 😜,5
"ProsOutstanding design - sturdy and water-proofed.Bright OLED screen, HDR10, Dolby Vision.Dependable battery life.Loud stereo speakers, excellent output.Unmatched performance, 5G.Great all-round photo and video quality across all three cameras.ConsMinor upgrade over iPhone 12.No 120Hz refresh rate.The notch is still an eyesore even if smaller.The fast charging can be handled better.iOS (with its limitations) remains a love it or leave it affair.",5
Just love it ❤️Camera is good Night mode is killer Performance and display is best Face id is very fast Looks very premium in hand Just go for it without thinking too much !,5
BEST EVER EXPERIENCE 😍😍,5
Camera quality is superb 10/10 Battery 10/10Overall is superb.❤️,5
Fantastic I phone 13 camera is superb performance also nice,4
Loved it and thanks flipkart i bought it in exact sale and received the product on next day thanks for faster delivery flipkart ❣️,5
Nice experience,5
Just love it ❤❤❤,5
Excellent phone,5
Amazing performance,5
Best in all aspects,5
Marvellous💯Switched from android to IOSEverything works like butter,5
It's way too amazing..,4
"Picture quality is amazing you do not need to think twice about buying this for performance and photos, just go for it. Bionic A 15 is super fast and it has amazing performance, It is specially good for gaming although battery backup is not that good if you are a heavy user,But if you are a light or medium user it will give you battery backup of whole day in one charge.",5
First time I switched from Android to iOS and the feeling is awesome. It has Good DesignGood CameraGood Battery BackupFabulous PerformanceBatter DisplayEverything in this phone is perfect.   Thank you Flipkart for secure  and fast delivery of a awesome product. 🥰,5
Just upgraded from 11 to iPhone 13 ..cinematic mode video awesome camera awesome display awesome Looks A1 battery life is also good.New filter mode in camera added,5
Simply superb ❤️,5
My 1st Iphone. Really Awesome....,5
Overall satisfied purchase,5
I loved it❤️,5
"Totally worth the price, better battery backup, amazing photos and videos.",5
Camera quality is superb,5
What a feeling ✨,5
Awesome camera Amazing battery life Super xdr display is 💕👌🏻Playing games and day to day task are smooth Face ID is superbiOS 15 is really awesome 🤩 thanks to Apple,5
nice phone,5
This is lit 🔥🔥🔥,5
Quality is quite good😊 SatisfiedBtw iPhone is a phone which increases the photo quality nothing else,4
Just loved this phone.,5
Great camera for photos and videography.Overall great performance,5
This is my first iPhone. Shifted to ios after 5 years of android.Without taking much time Let me share my experiences with this beast.Camera - 10/10Battery - 9/10Display - 10/10Performance - 10/10Design - 10/10,5
AwesomeGreat experience I shifted android to ios great use easy to learn Best wide angel camera,5
"Just loved it, Awesome 😍",5
Its nice phone camera and display very nice,5
Battery life is good.Display is very good.Performance is great.Stereo sound is good.Camera is fantastic.In hand feel perfect.,5
Performance very good Display very good Battery good Look very good,5
Excellent mobile,4
It’s my first ever ios device I kinda loving it total value for money. Best ever budget smart phone and thank you flipkart for delivering it in one  day.,5
"Product as good as expected 😊Nice feature nice cameraVery good in all fields,❤️❤️❤️❤️❤️I phone 13 great product",5
Such an amazing device. Bought 3  for all my family on Flipkart big billian sale. Thanks Flipkart,5
Awesome camera quality…just love it,5
Awesome,5
Go for it,5
Awesome Camera,5
Camera quality is just fabulous. Interface is very smooth.  Good for photography and videography.,5
Best iPhone till date 💕,5
Super,5
Performance is soooo fastEspecially faceid detection is awesome even in darkNo need to carry an dslr .this is more than enough attaching puc taken by this,5
I am very happy with I phone 12Very Nice Product Thanku Flipkart,5
Amazing phone  In love with this phone,5
"Everything is great except the battery life, camera is awesome",4
"display is good , processor is awesome",4
Nice phone with good build qualityExcellent Camera,5
This is the value for money phone. For Flipkart:On time delieveryAlways best serviceFeedback call received after 5 daysApple:One word: SuperbPicture Quality Ultimate,5
Excellent,5
"Excellent camera , good performance,average battery",5
Nice phone 😍,5
Classic,5
Love it.,5
"Wow superb camera phone Very smooth speed and no lag , iphone is the king always Its a beautiful product",5
This z my frst iphone n … outstanding phone …must buy.😍😍😍😍😍,5
Just go for itI purchased 128 gb purple colour The phone is beast,5
The brand is very trustworthy and i got genuine pice at a very low cost.I ordered the green one and trust me the colour was amazing.All the colours but specifically green and purple are nice for look.Thanks to flipkart❤️,5
Awesome phone … value for money.. Happy with battery life.. Awesome camera features… look at the images snapped using the phone… easy to use.. Just feared about getting scratch at back glass… but using cover helped it…,5
Upgraded from iPhone 7 plus after using for more then 3yrs. Excellent built & box design looks great. Night mode clicks look fabulous.,5
Nice camera 📸,5
Excellent camera and awesome performance,5
I always prefer iPhone because of their camera quality n camera quality of iPhone 12 is top notch.,5
Just love it …..😍😍😍,5
"Top class performance  and battery backup too. Charges quickly if u are using a 20w charger. Night mode is good , HDR mode works flawlessly. VFM phone.",5
"Excellent product worth for every penny, writing this review after using 7 days, earlier was using iPhone 6Plus now on iPhone 12 😍, faster then anything this else.Excellent Picture quality.Just loved it.!!",5
Don't think too much.. Just go for it.. If you are a clicker then you are gonna love it.. Display sound features are as usually excellent..,5
"Guys ,this is just Beast at Every Aspect of Configurations, Full Pack with What You want, Like Best Camera , Best Display, Best Battery for whole Day Use, And Everyone know About Processing Speed👌..",5
Excellent.. Product ❤,5
Best performance iPhone!! Loving it ❤️,5
Nice,5
Very nice Camera,5
Awesome look,5
High quality camera😍,5
Camera Quality Is Improved Loving It,5
Awesome camra quality superb camra 😊,4
Simply Awesome 🤩,5
Nice 🙂🙂🙂🙂🙂,5
This is my first iphone ever used loving it already this is worth it 🥰,5
48 megapixel is lit🔥Thin bessels compared to 14Lesser in weightDynamic Island works perfectlyGood battery backup ⚡My rating 5/5,5
Simply premium.,5
It looks so good in my hand !.......WAU?,5
Totally happy!Camera 5Battery 5 Display 5Design 5,5
v v good,5
Awesome😍switch from android to iOS,5
It's amazing nd also the delivery boy was very humble.,5
Best mobile phoneCamera quality is very nice Sound quality is amazing.,4
"Best in class Device, Apple never ceases to Amaze customers. Lightweight and sleek look. Matte back finish helps with a fine grip.",5
Fully satisfied 👍🏻,5
Gud product,5
Good phone but display 60 hz very slow in 2023,4
Far better than 15pro no finger print even with moisturize hands,5
Amazing product❤️❤️Best iPhone out of all the iPhone series,5
"Switching Android to ios awesome experience,I just love it . And thanks Flipkart for open box delivery option.",5
Best phone nice camera and performance,5
Black colour is just awesome 🔥🔥,5
"Very good experience, highly recommended for upgrade",5
Fantastic,5
Pros:1. Incredibly smart device this year2. iOS interface3. Data Privacy4. Premium build quality5. Dynamic Island6. Ecosystem benefits if you own other Apple devices7. Powerful processorCons:1. 60Hz refresh rate for a flagship (although not very noticeable)2. No improvements to Siri3. Expensive4. Low possibility of repair,5
Awesome phone 📱,5
Smooth 🔥,5
Absolutely gorgeous 😻,5
Just wowwww ❤️,5
Loved it👍🏻. Great performance and not facing any kind of heating problem. Impressed by battery performance.,5
To good . His was my first iPhone .good .and some time it get heat. While using camera,5
Value for money.,4
Awesome buy,5
Good product,5
Pic Quality Awesome,5
The best one from apple💙,5
"All over i find it good except the heating issues, of course its type C but when you charge it with other cable it will heat like hell, and if you take it out in noon time and take photos ,it will heat else there were no performance or body shading issues ,the in hand feeling is awesome",4
I just loved it 😍Thank you so much ❤️,5
Awesome super,4
Awesome look and feel,5
Very handy,5
Excellent phone 😎,5
Very lovely product,5
Just wowBuy it now,5
Top class performance in every aspect,5
Everything is good but battery drain fast,5
Camera quality top notch 👍,5
Yeah flipkart original product provide.. Good phone 📱camera superb,5
Simply Awesome 😍,5
ok,4
Design could have been new..,5
Very smooth and nice Phone and thanks to flipkart,5
